MB223-0026|Чи Миний тахилын цусыг исгэсэн юмтай хамт бүү өргө.|Чи Миний тахилын цусыг исгэсэн юмтай хамт бүү өргө.
MB223-0027|Миний баярын өөхийг өглөө болтол бүү хонуул.|Миний баярын өөхийг өглөө болтол бүү хонуул.
MB223-0028|Чи газрынхаа анхны үр жимсний дээжийг Бурхан ЭЗЭНийхээ гэрт авчир. Чи ишгийг эхийнх нь сүүнд бүү чана.|Чи газрынхаа анхны үр жимсний дээжийг Бурхан ЭЗЭНийхээ гэрт авчир. Чи ишгийг эхийнх нь сүүнд бүү чана.
MB223-0029|Канаан газрыг амлав|Канаан газрыг амлав
MB223-0030|Үзэгтүн, замд чамайг хамгаалж, Миний бэлтгэсэн газарт чамайг аваачихын тулд Би чиний өмнө тэнгэрэлчийг явуулах гэж байна.|Үзэгтүн, замд чамайг хамгаалж, Миний бэлтгэсэн газарт чамайг аваачихын тулд Би чиний өмнө тэнгэрэлчийг явуулах гэж байна.
MB223-0031|Харин чи түүний дуу хоолойг сонссон шиг сонсоод, айлдсан бүхнийг минь үйлдвээс Би дайсанд чинь дайсан, өстөнд чинь өстөн болно.|Харин чи түүний дуу хоолойг сонссон шиг сонсоод, айлдсан бүхнийг минь үйлдвээс Би дайсанд чинь дайсан, өстөнд чинь өстөн болно.
MB223-0032|Миний тэнгэрэлч чиний өмнө явж, чамайг амори, хит, периз, канаан, хиви болон иебусчуудын нутагт аваачна.|Миний тэнгэрэлч чиний өмнө явж, чамайг амори, хит, периз, канаан, хиви болон иебусчуудын нутагт аваачна.
MB223-0033|Би тэднийг бүрмөсөн устгах болно.|Би тэднийг бүрмөсөн устгах болно.
MB223-0034|Чи тэдний бурхдад бүү мөргө, бүү үйлчил.|Чи тэдний бурхдад бүү мөргө, бүү үйлчил.
MB223-0035|Тэдний үйлсийг ч бүү дуурай.|Тэдний үйлсийг ч бүү дуурай.
MB223-0036|Харин чи тэднийг бүрмөсөн нурааж, тэдний чулуун баганануудыг хэсэглэн бутал.|Харин чи тэднийг бүрмөсөн нурааж, тэдний чулуун баганануудыг хэсэглэн бутал.
MB223-0037|Чи Бурхан ЭЗЭНдээ үйлчил.|Чи Бурхан ЭЗЭНдээ үйлчил.
MB223-0038|Тэгвэл Тэрээр талх усыг чинь ерөөх болно.|Тэгвэл Тэрээр талх усыг чинь ерөөх болно.
MB223-0039|Би дундаас чинь өвчин эмгэгийг зайлуулна.|Би дундаас чинь өвчин эмгэгийг зайлуулна.
MB223-0040|Чиний газарт дутуу төрдөг эсвэл хүүсэр хүн байхгүй болно.|Чиний газарт дутуу төрдөг эсвэл хүүсэр хүн байхгүй болно.
MB223-0041|Би насны чинь хоногийг дүүргэнэ.|Би насны чинь хоногийг дүүргэнэ.
MB223-0042|Би аюумшиг юугаа түрүүнд чинь явуулан, чиний очих газрын бүх ард түмнийг самууралд унагаж бүх дайсны чинь нурууг чамд харуулах болно.|Би аюумшиг юугаа түрүүнд чинь явуулан, чиний очих газрын бүх ард түмнийг самууралд унагаж бүх дайсны чинь нурууг чамд харуулах болно.
MB223-0043|Чамайг үржиж, тэр нутгийг эзэмших хүртэл Би тэднийг өмнөөс чинь бага багаар зайлуулна.|Чамайг үржиж, тэр нутгийг эзэмших хүртэл Би тэднийг өмнөөс чинь бага багаар зайлуулна.
MB223-0044|Би хил хязгаарыг чинь Улаан тэнгисээс Филистчүүдийн тэнгис хүртэл, цөлөөс Евфрат мөрөн хүртэл тогтооно.|Би хил хязгаарыг чинь Улаан тэнгисээс Филистчүүдийн тэнгис хүртэл, цөлөөс Евфрат мөрөн хүртэл тогтооно.
MB223-0045|Учир нь тэрхүү газар нутгийн оршин суугчдыг Би гарт чинь тушаана.|Учир нь тэрхүү газар нутгийн оршин суугчдыг Би гарт чинь тушаана.
MB223-0046|Чи тэднийг урдаасаа зайлуулна.|Чи тэднийг урдаасаа зайлуулна.
MB223-0047|Чи тэдэнтэй эсвэл тэдний бурхадтай ямар ч гэрээ байгуулж болохгүй.|Чи тэдэнтэй эсвэл тэдний бурхадтай ямар ч гэрээ байгуулж болохгүй.
MB223-0048|Тэд чиний газарт амьдрах ёсгүй.|Тэд чиний газарт амьдрах ёсгүй.
MB224-0001|Цус ба гэрээ|Цус ба гэрээ
MB224-0002|Мосе ирж, ЭЗЭНий бүх үг, бүх шийдвэрийг ард түмэнд дамжуулав. Ард түмэн бүгдээрээ нэгэн дуугаар|Мосе ирж, ЭЗЭНий бүх үг, бүх шийдвэрийг ард түмэнд дамжуулав. Ард түмэн бүгдээрээ нэгэн дуугаар
MB224-0003|ЭЗЭНий айлдсан бүх үгийг бид даган биелүүлнэ гэж хариулцгаав. Мосе, ЭЗЭНий бүх үгийг бичиж тэмдэглэжээ.|ЭЗЭНий айлдсан бүх үгийг бид даган биелүүлнэ гэж хариулцгаав. Мосе, ЭЗЭНий бүх үгийг бичиж тэмдэглэжээ.
MB224-0004|Тэгээд тэр өглөө эрт босож уулын бэлд тахилын ширээ бас Израилийн арван хоёр овогт зориулан арван хоёр чулууг босголоо.|Тэгээд тэр өглөө эрт босож уулын бэлд тахилын ширээ бас Израилийн арван хоёр овогт зориулан арван хоёр чулууг босголоо.
MB224-0005|Израилийн хөвгүүдээс залуусыг тэр илгээж тэд шатаалт тахил бас залуу бухнуудаар эвийн тахил ЭЗЭНд өргөв.|Израилийн хөвгүүдээс залуусыг тэр илгээж тэд шатаалт тахил бас залуу бухнуудаар эвийн тахил ЭЗЭНд өргөв.
MB224-0006|Мосе цусны хагасыг нь авч савнуудад хийн хагасыг нь тахилын ширээн дээгүүр сүрчив.|Мосе цусны хагасыг нь авч савнуудад хийн хагасыг нь тахилын ширээн дээгүүр сүрчив.
MB224-0007|Тэгээд Мосе гэрээний номыг авч ард түмэнд уншиж сонсгов. Тэд|Тэгээд Мосе гэрээний номыг авч ард түмэнд уншиж сонсгов. Тэд
MB224-0008|Уулан дээр Бурхантай цуг|Уулан дээр Бурхантай цуг
MB224-0009|Дараа нь Мосе, Аарон, Надаб, Абиху нар Израилийн ахмадуудаас далан хүнтэй хамт дээшээ гарч, Израилийн Бурханыг үзэв.|Дараа нь Мосе, Аарон, Надаб, Абиху нар Израилийн ахмадуудаас далан хүнтэй хамт дээшээ гарч, Израилийн Бурханыг үзэв.
MB224-0010|Хөлийнх нь доор тэнгэр мэт цэлмэг, индранилаар зассан мэт юм байлаа.|Хөлийнх нь доор тэнгэр мэт цэлмэг, индранилаар зассан мэт юм байлаа.
MB224-0011|Гэсэн ч Тэр Израилийн хөвгүүдийн хүндэт хүмүүсийн эсрэг мутраа сунгаагүй бөгөөд тэд Бурханыг үзэцгээж бас идэж ууцгаав.|Гэсэн ч Тэр Израилийн хөвгүүдийн хүндэт хүмүүсийн эсрэг мутраа сунгаагүй бөгөөд тэд Бурханыг үзэцгээж бас идэж ууцгаав.
MB224-0012|Чи ууланд Над уруу ирээд, байж бай. Би чамд чулуун хавтангуудыг, Өөрийн бичсэн хуулийг ч, тушаалуудыг ч тэдэнд заахын тулд өгье гэв.|Чи ууланд Над уруу ирээд, байж бай. Би чамд чулуун хавтангуудыг, Өөрийн бичсэн хуулийг ч, тушаалуудыг ч тэдэнд заахын тулд өгье гэв.
MB224-0013|Ингээд Мосе, үйлчлэгч Иошуатайгаа хамт босож, Бурханы ууланд гарлаа. Харин ахмадуудад тэр|Ингээд Мосе, үйлчлэгч Иошуатайгаа хамт босож, Бурханы ууланд гарлаа. Харин ахмадуудад тэр
MB224-0014|Биднийг буцаж иртэл та нар энд хүлээж бай. Үзэгтүн, Аарон Хур нар та нартай хамт байгаа тул хэн нэгэнд ямар нэг хэрэг гарвал тэдэнд ханд гэв.|Биднийг буцаж иртэл та нар энд хүлээж бай. Үзэгтүн, Аарон Хур нар та нартай хамт байгаа тул хэн нэгэнд ямар нэг хэрэг гарвал тэдэнд ханд гэв.
MB224-0015|Тэгээд Мосе, ууланд гарсан бөгөөд уулыг үүл бүрхэв.|Тэгээд Мосе, ууланд гарсан бөгөөд уулыг үүл бүрхэв.
MB224-0016|ЭЗЭНий цог жавхлан Синаи ууланд тогтон байж, үүл зургаан өдрийн турш уулыг бүрхлээ.|ЭЗЭНий цог жавхлан Синаи ууланд тогтон байж, үүл зургаан өдрийн турш уулыг бүрхлээ.
MB224-0017|Долоо дахь өдөр нь Тэр, үүлэн дундаас Мосег дуудав.|Долоо дахь өдөр нь Тэр, үүлэн дундаас Мосег дуудав.
MB224-0018|Израилийн хөвгүүдийн нүдэнд ЭЗЭНий цог жавхлангийн төрх нь уулын орой дээрх дүрэлзэн буй гал мэт байлаа.|Израилийн хөвгүүдийн нүдэнд ЭЗЭНий цог жавхлангийн төрх нь уулын орой дээрх дүрэлзэн буй гал мэт байлаа.
MB224-0019|Мосе, үүлэн дунд орж уул өөд гарав.|Мосе, үүлэн дунд орж уул өөд гарав.
MB224-0020|Мосе, уулан дээр дөчин өдөр, дөчин шөнө байлаа.|Мосе, уулан дээр дөчин өдөр, дөчин шөнө байлаа.
MB225-0001|Асрын төлөөх хандив|Асрын төлөөх хандив
MB225-0002|Тэгээд ЭЗЭН, Мосед айлдан —Надад хандив авчир гэж Израилийн хөвгүүдэд хэл.|Тэгээд ЭЗЭН, Мосед айлдан —Надад хандив авчир гэж Израилийн хөвгүүдэд хэл.
MB225-0003|Өгөх хүслээр зүрх нь хөтлөгдсөн хүн бүрээс Надад хандив ав.|Өгөх хүслээр зүрх нь хөтлөгдсөн хүн бүрээс Надад хандив ав.
MB225-0004|Гэрээний авдар|Гэрээний авдар
MB225-0005|Тэд хуайс модоор авдар хийх бөгөөд урт нь хоёр тохой хагас, өргөн нь нэг тохой хагас, өндөр нь нэг тохой хагас байг.|Тэд хуайс модоор авдар хийх бөгөөд урт нь хоёр тохой хагас, өргөн нь нэг тохой хагас, өндөр нь нэг тохой хагас байг.
MB225-0006|Чи авдрыг шижир алтаар бүр. Дотор гадаргүй бүрээд түүнийг тойруулан алтан эмжээр хий.|Чи авдрыг шижир алтаар бүр. Дотор гадаргүй бүрээд түүнийг тойруулан алтан эмжээр хий.
MB225-0007|Чи түүнд зориулж дөрвөн алтан гархи цутган авдрын дөрвөн хөл дээр байрлуул.|Чи түүнд зориулж дөрвөн алтан гархи цутган авдрын дөрвөн хөл дээр байрлуул.
MB225-0008|Нэг талд нь хоёр гархи, нөгөө талд нь хоёр гархи байна.|Нэг талд нь хоёр гархи, нөгөө талд нь хоёр гархи байна.
MB225-0009|Чи хуайс модоор дамнуургууд хийж, алтаар бүр.|Чи хуайс модоор дамнуургууд хийж, алтаар бүр.
MB225-0010|Авдрыг зөөхийн тулд авдрын хажуу талын гархинуудад дамнуургуудыг шургуул.|Авдрыг зөөхийн тулд авдрын хажуу талын гархинуудад дамнуургуудыг шургуул.
MB225-0011|Дамнуургууд нь авдрын гархинд байх ёстой бөгөөд тэдгээрийг салгаж болохгүй.|Дамнуургууд нь авдрын гархинд байх ёстой бөгөөд тэдгээрийг салгаж болохгүй.
MB225-0012|Миний чамд өгөх гэрчлэлийг чи авдар дотор хий.|Миний чамд өгөх гэрчлэлийг чи авдар дотор хий.
MB225-0013|Чи эвлэрүүлгийн тагийг шижир алтаар хий. Уртыг нь хоёр тохой хагас, өргөнийг нь нэг тохой хагасаар хий.|Чи эвлэрүүлгийн тагийг шижир алтаар хий. Уртыг нь хоёр тохой хагас, өргөнийг нь нэг тохой хагасаар хий.
MB225-0014|Херубууд далавчаа дээгүүр дэлгэж эвлэрүүлгийн тагийг далавчаараа бүрхсэн байна.|Херубууд далавчаа дээгүүр дэлгэж эвлэрүүлгийн тагийг далавчаараа бүрхсэн байна.
MB225-0015|Тэд өөд өөдөөсөө харсан байх агаад херубуудын нүүр нь эвлэрүүлгийн таг уруу харсан байна.|Тэд өөд өөдөөсөө харсан байх агаад херубуудын нүүр нь эвлэрүүлгийн таг уруу харсан байна.
MB225-0016|Эвлэрүүлгийн тагийг чи авдран дээр тавьж, Миний чамд өгөх гэрчлэлийг авдар дотор хий.|Эвлэрүүлгийн тагийг чи авдран дээр тавьж, Миний чамд өгөх гэрчлэлийг авдар дотор хий.
MB225-0017|Тэнд Би чамтай уулзана.|Тэнд Би чамтай уулзана.
MB225-0018|Гэрчлэлийн авдран дээр буй хоёр херубын хоорондоос, эвлэрүүлгийн таган дээрээс Израилийн хөвгүүдийн төлөө чамд тушаах бүх зүйлээ Би чамд айлдана.|Гэрчлэлийн авдран дээр буй хоёр херубын хоорондоос, эвлэрүүлгийн таган дээрээс Израилийн хөвгүүдийн төлөө чамд тушаах бүх зүйлээ Би чамд айлдана.
MB225-0019|Чи хуайс модоор хоёр тохой урттай, нэг тохой өргөнтэй, нэг тохой хагас өндөртэй ширээ хий.|Чи хуайс модоор хоёр тохой урттай, нэг тохой өргөнтэй, нэг тохой хагас өндөртэй ширээ хий.
MB225-0020|Чи түүнийг шижир алтаар бүрж, тойруулан алтан эмжээр хий. Ширээг тойруулаад алганы энгээр хөвөө хийж, хөвөөг нь тойруулан алтаар эмж.|Чи түүнийг шижир алтаар бүрж, тойруулан алтан эмжээр хий. Ширээг тойруулаад алганы энгээр хөвөө хийж, хөвөөг нь тойруулан алтаар эмж.
MB225-0021|Түүнд зориулж чи дөрвөн алтан гархи хийж, тэднийг дөрвөн хөлийнх нь дөрвөн өнцөгт байрлуул.|Түүнд зориулж чи дөрвөн алтан гархи хийж, тэднийг дөрвөн хөлийнх нь дөрвөн өнцөгт байрлуул.
MB225-0022|Гархинууд нь ширээг зөөх дамнуургуудын тогтоогч болж, хөвөөнд ойр байх ёстой.|Гархинууд нь ширээг зөөх дамнуургуудын тогтоогч болж, хөвөөнд ойр байх ёстой.
MB225-0023|Чи ширээг зөөх дамнуургуудыг хуайс модоор хийж, алтаар бүр.|Чи ширээг зөөх дамнуургуудыг хуайс модоор хийж, алтаар бүр.
MB225-0024|Чи утлагад зориулан таваг, хундага, ундаан өргөлд зориулан хул аяга, ваар сав хий.|Чи утлагад зориулан таваг, хундага, ундаан өргөлд зориулан хул аяга, ваар сав хий.
MB225-0025|Эдгээрийг шижир алтаар хий. Чи ширээн дээр тавиг талхыг байнга Миний өмнө байлгахаар тавь.|Эдгээрийг шижир алтаар хий. Чи ширээн дээр тавиг талхыг байнга Миний өмнө байлгахаар тавь.
MB225-0026|Дэнлүүний алтан суурь|Дэнлүүний алтан суурь
MB225-0027|Дэнлүүний суурийн хажуугаас нь зургаан салаа гарах бөгөөд нэг хажуугаас нь гурван салаа, нөгөө хажуугаас нь гурван салаа гарна.|Дэнлүүний суурийн хажуугаас нь зургаан салаа гарах бөгөөд нэг хажуугаас нь гурван салаа, нөгөө хажуугаас нь гурван салаа гарна.
MB225-0028|Нэг салаанд гүйлсийн цэцгийн хэлбэртэй гурван хундага байх ба тусбүрдээ болцуу ба дэлбээтэй байна.|Нэг салаанд гүйлсийн цэцгийн хэлбэртэй гурван хундага байх ба тусбүрдээ болцуу ба дэлбээтэй байна.
MB225-0029|Нөгөө салаанд ч гүйлсийн цэцгийн хэлбэртэй гурван хундага байх ба тусбүрдээ болцуу ба дэлбээтэй байна.|Нөгөө салаанд ч гүйлсийн цэцгийн хэлбэртэй гурван хундага байх ба тусбүрдээ болцуу ба дэлбээтэй байна.
MB225-0030|Дэнлүүний суурийн зургаан салаа бүгд ийм байна.|Дэнлүүний суурийн зургаан салаа бүгд ийм байна.
MB225-0031|Дэнлүүний сууринд мөн гүйлсийн цэцгийн хэлбэртэй дөрвөн хундага байх бөгөөд тус бүрийг болцуу ба дэлбээтэй хий.|Дэнлүүний сууринд мөн гүйлсийн цэцгийн хэлбэртэй дөрвөн хундага байх бөгөөд тус бүрийг болцуу ба дэлбээтэй хий.
MB225-0032|Дэнлүүнээс гарсан зургаан салааны хувьд үүний эхний хос салааны доор нэг болцуу,|Дэнлүүнээс гарсан зургаан салааны хувьд үүний эхний хос салааны доор нэг болцуу,
MB225-0033|дараагийн хос салааны доор нэг болцуу, гурав дахь хос салааны доор нэг болцуу байна.|дараагийн хос салааны доор нэг болцуу, гурав дахь хос салааны доор нэг болцуу байна.
MB225-0034|Болцуу ба салаанууд нь дэнлүүний суурьтайгаа нэгэн цул бөгөөд бүхэлдээ шижир алтаар давтаж хийгдсэн нэг бүтээл байна.|Болцуу ба салаанууд нь дэнлүүний суурьтайгаа нэгэн цул бөгөөд бүхэлдээ шижир алтаар давтаж хийгдсэн нэг бүтээл байна.
MB225-0035|Дараа нь чи долоон дэнлүүг нь хий. Тэдгээр нь өмнөх орчноо гэрэлтүүлэхийн тулд тэд дэнлүүнүүдийг асаах ёстой.|Дараа нь чи долоон дэнлүүг нь хий. Тэдгээр нь өмнөх орчноо гэрэлтүүлэхийн тулд тэд дэнлүүнүүдийг асаах ёстой.
MB225-0036|Үүний хямсаа ба тавиуруудыг нь шижир алтаар хий.|Үүний хямсаа ба тавиуруудыг нь шижир алтаар хий.
MB225-0037|Дэнлүүний суурийг бүх хэрэгслийнх нь хамт нэг талант шижир алтаар хий.|Дэнлүүний суурийг бүх хэрэгслийнх нь хамт нэг талант шижир алтаар хий.
MB225-0038|Чамд уулан дээр үзүүлсэн загварын дагуу тэднийг хийхийг анхаар.|Чамд уулан дээр үзүүлсэн загварын дагуу тэднийг хийхийг анхаар.
MB226-0001|Дараа нь чи нарийн нэхсэн маалинга болон хөх, ягаан, час улаан даавуугаар арван бүрээстэй асар хийгтүн.|Дараа нь чи нарийн нэхсэн маалинга болон хөх, ягаан, час улаан даавуугаар арван бүрээстэй асар хийгтүн.
MB226-0002|Эдгээрийн дээр чи уран хийц болох херубуудыг хийлгэгтүн.|Эдгээрийн дээр чи уран хийц болох херубуудыг хийлгэгтүн.
MB226-0003|Бүрээс бүрийн урт нь хорин найман тохой, өргөн нь дөрвөн тохой бөгөөд бүх бүрээс ижил хэмжээтэй байна.|Бүрээс бүрийн урт нь хорин найман тохой, өргөн нь дөрвөн тохой бөгөөд бүх бүрээс ижил хэмжээтэй байна.
MB226-0004|Чи нэг бүрээсэнд тавин гогцоо, хоёр дахь хэсгийн нөгөө бүрээсний захад мөн тавин гогцоо хий.|Чи нэг бүрээсэнд тавин гогцоо, хоёр дахь хэсгийн нөгөө бүрээсний захад мөн тавин гогцоо хий.
MB226-0005|Гогцоонууд нь нэг нэгнийхээ харалдаа байхаар хий.|Гогцоонууд нь нэг нэгнийхээ харалдаа байхаар хий.
MB226-0006|Тавин алтан дэгээ хийж, уг дэгээнүүдээр бүрээснүүдийг хооронд нь холбогтун. Ингэснээр асар нь нэг болно.|Тавин алтан дэгээ хийж, уг дэгээнүүдээр бүрээснүүдийг хооронд нь холбогтун. Ингэснээр асар нь нэг болно.
MB226-0007|Дараа нь чи ямааны хялгасаар асрын дээгүүр бүтээх майхны бүрээснүүд хийгтүн.|Дараа нь чи ямааны хялгасаар асрын дээгүүр бүтээх майхны бүрээснүүд хийгтүн.
MB226-0008|Чи арван нэгэн бүрээс хий. Бүрээс бүрийн урт нь гучин тохой, бүрээс бүрийн өргөн нь дөрвөн тохой байх бөгөөд арван нэгэн бүрээс нь ижил хэмжээтэй байх ёстой.|Чи арван нэгэн бүрээс хий. Бүрээс бүрийн урт нь гучин тохой, бүрээс бүрийн өргөн нь дөрвөн тохой байх бөгөөд арван нэгэн бүрээс нь ижил хэмжээтэй байх ёстой.
MB226-0009|Бүрээсний тавыг нь хооронд нь холбож, нөгөө зургаан бүрээсийг хооронд нь холбох ба майхны урд талд зургадугаар бүрээсийг нугалан давхарла.|Бүрээсний тавыг нь хооронд нь холбож, нөгөө зургаан бүрээсийг хооронд нь холбох ба майхны урд талд зургадугаар бүрээсийг нугалан давхарла.
MB226-0010|Эхний хэсгийн бүрээсний ирмэгийн холбоосон дээр тавин гогцоо, хоёр дахь хэсгийн бүрээсний ирмэгийн холбоосон дээр тавин гогцоо хий.|Эхний хэсгийн бүрээсний ирмэгийн холбоосон дээр тавин гогцоо, хоёр дахь хэсгийн бүрээсний ирмэгийн холбоосон дээр тавин гогцоо хий.
MB226-0011|Тавин хүрэл дэгээ хийж, дэгээнүүдийг гогцоонд оруулан майхныг хооронд нь холбож нэг болго.|Тавин хүрэл дэгээ хийж, дэгээнүүдийг гогцоонд оруулан майхныг хооронд нь холбож нэг болго.
MB226-0012|Майхны бүрээснээс үлдэх унжсан хэсэг буюу үлдсэн хагас бүрээсийг асрын ар талд унжуулагтун.|Майхны бүрээснээс үлдэх унжсан хэсэг буюу үлдсэн хагас бүрээсийг асрын ар талд унжуулагтун.
MB226-0013|Асрын бүрээсний уртаас үлдсэн нэг тал дахь нэг тохой мөн нөгөө тал дахь нэг тохой нь асрын хоёр талаар унжин түүнийг бүтээх ёстой.|Асрын бүрээсний уртаас үлдсэн нэг тал дахь нэг тохой мөн нөгөө тал дахь нэг тохой нь асрын хоёр талаар унжин түүнийг бүтээх ёстой.
MB226-0014|Улаанаар будсан хуцын арьсаар асрын бүтээлгийг хийгтүн. Дээгүүр нь далайн гахайн арьсан бүтээлэг тавь.|Улаанаар будсан хуцын арьсаар асрын бүтээлгийг хийгтүн. Дээгүүр нь далайн гахайн арьсан бүтээлэг тавь.
MB226-0015|Тэгээд асарт зориулж өмнө зүгт, асрын баруун талд нь хорин дүнзийг хий.|Тэгээд асарт зориулж өмнө зүгт, асрын баруун талд нь хорин дүнзийг хий.
MB226-0016|Хорин дүнзэн доор дөчин мөнгөн углуур, нэг дүнзэн доорх хоёр углуургад зориулж хоёр углуурыг мөн нөгөө дүнзэн доорх хоёр углуургад зориулж хоёр углуурыг хийгтүн.|Хорин дүнзэн доор дөчин мөнгөн углуур, нэг дүнзэн доорх хоёр углуургад зориулж хоёр углуурыг мөн нөгөө дүнзэн доорх хоёр углуургад зориулж хоёр углуурыг хийгтүн.
MB226-0017|Асрын ар талын булангуудад хоёр дүнз хий.|Асрын ар талын булангуудад хоёр дүнз хий.
MB226-0018|Тэдгээр нь доогуураа салангид боловч дээгүүрээ эхний гархинд холбогдсон байх бөгөөд аль аль нь адилхан байх ёстой ба тэдгээр нь хоёр булан болох юм.|Тэдгээр нь доогуураа салангид боловч дээгүүрээ эхний гархинд холбогдсон байх бөгөөд аль аль нь адилхан байх ёстой ба тэдгээр нь хоёр булан болох юм.
MB226-0019|Тэнд арван зургаан мөнгөн углуур бүхий найман дүнз байх ёстой.|Тэнд арван зургаан мөнгөн углуур бүхий найман дүнз байх ёстой.
MB226-0020|Нэг дүнзэн доор хоёр углуур, нөгөө дүнзэн доор хоёр углуур байна.|Нэг дүнзэн доор хоёр углуур, нөгөө дүнзэн доор хоёр углуур байна.
MB226-0021|Дараа нь хуайс модоор асрын нэг талын дүнзнүүдэд зориулан таван хөндөл хий.|Дараа нь хуайс модоор асрын нэг талын дүнзнүүдэд зориулан таван хөндөл хий.
MB226-0022|Асрын нөгөө талын дүнзнүүдэд зориулан таван хөндөл мөн баруун зүгт буюу асрын ар талд зориулан таван хөндөл хийгтүн.|Асрын нөгөө талын дүнзнүүдэд зориулан таван хөндөл мөн баруун зүгт буюу асрын ар талд зориулан таван хөндөл хийгтүн.
MB226-0023|Дүнзнүүдийн дундуур нэг захаас нь нөгөө зах хүртэл үргэлжлэх голын хөндөл байх ёстой.|Дүнзнүүдийн дундуур нэг захаас нь нөгөө зах хүртэл үргэлжлэх голын хөндөл байх ёстой.
MB226-0024|Дүнзнүүдийг алтаар бүрэгтүн. Мөн хөндлүүдийг тогтоох алтан гархинуудыг нь хийж, хөндлүүдийг алтаар бүрэгтүн.|Дүнзнүүдийг алтаар бүрэгтүн. Мөн хөндлүүдийг тогтоох алтан гархинуудыг нь хийж, хөндлүүдийг алтаар бүрэгтүн.
MB226-0025|Чамд уулан дээр үзүүлсэн хэв маягийн дагуу чи асрыг босго.|Чамд уулан дээр үзүүлсэн хэв маягийн дагуу чи асрыг босго.
MB226-0026|Дараа нь чи хөх, ягаан, час улаан өнгийн даавуу болон нарийн нэхсэн маалингаар хөшиг хий.|Дараа нь чи хөх, ягаан, час улаан өнгийн даавуу болон нарийн нэхсэн маалингаар хөшиг хий.
MB226-0027|Үүний дээр уран хийц болох херубуудыг хийлгэ.|Үүний дээр уран хийц болох херубуудыг хийлгэ.
MB226-0028|Хөшигнүүдийг алтаар бүрсэн хуайс модон дөрвөн багананаас өлгө.|Хөшигнүүдийг алтаар бүрсэн хуайс модон дөрвөн багананаас өлгө.
MB226-0029|Дэгээнүүд нь бас алтан байх бөгөөд багананууд нь дөрвөн мөнгөн углуур дээр байх ёстой.|Дэгээнүүд нь бас алтан байх бөгөөд багананууд нь дөрвөн мөнгөн углуур дээр байх ёстой.
MB226-0030|Чи хөшгийг дэгээнүүдээс өлгөн, хөшигний дотор талд гэрчлэлийн авдрыг оруул.|Чи хөшгийг дэгээнүүдээс өлгөн, хөшигний дотор талд гэрчлэлийн авдрыг оруул.
MB226-0031|Хөшиг нь ариун газар ба ариунаас ариун газрыг хооронд нь зааглах болно.|Хөшиг нь ариун газар ба ариунаас ариун газрыг хооронд нь зааглах болно.
MB226-0032|Ариунаас ариун газар дахь гэрчлэлийн авдар дээр чи эвлэрүүлгийн тагийг тавигтун.|Ариунаас ариун газар дахь гэрчлэлийн авдар дээр чи эвлэрүүлгийн тагийг тавигтун.
MB226-0033|Ширээг хөшигний гадна талд дэнлүүний суурийг ширээний эсрэг талд буюу асрын өмнө зүгт тавь. Ширээг хойд зүгт нь тавигтун.|Ширээг хөшигний гадна талд дэнлүүний суурийг ширээний эсрэг талд буюу асрын өмнө зүгт тавь. Ширээг хойд зүгт нь тавигтун.
MB226-0034|Асрын үүдэнд хөх, ягаан, час улаан даавуугаар болон нарийн нэхсэн маалингаар нэхмэл дэлгэц хийгтүн.|Асрын үүдэнд хөх, ягаан, час улаан даавуугаар болон нарийн нэхсэн маалингаар нэхмэл дэлгэц хийгтүн.
MB226-0035|Дэлгэцэнд зориулан хуайс модоор таван багана хийж алтаар бүр. Гадаснууд нь алтан байна.|Дэлгэцэнд зориулан хуайс модоор таван багана хийж алтаар бүр. Гадаснууд нь алтан байна.
MB226-0036|Тэдгээрт зориулан таван хүрэл углуур цутга.|Тэдгээрт зориулан таван хүрэл углуур цутга.
MB227-0001|Шатаалт тахилын хүрэл ширээ|Шатаалт тахилын хүрэл ширээ
MB227-0002|Чи хуайс модоор тахилын ширээг хий. Урт нь таван тохой, өргөн нь таван тохой, дөрвөлжин бөгөөд өндөр нь гурван тохой байна.|Чи хуайс модоор тахилын ширээг хий. Урт нь таван тохой, өргөн нь таван тохой, дөрвөлжин бөгөөд өндөр нь гурван тохой байна.
MB227-0003|Үүний дөрвөн буланд эврүүд хий.|Үүний дөрвөн буланд эврүүд хий.
MB227-0004|Тэдгээр нь ширээтэйгээ нэг цул байх бөгөөд үүнийг хүрлээр бүр.|Тэдгээр нь ширээтэйгээ нэг цул байх бөгөөд үүнийг хүрлээр бүр.
MB227-0005|Үнсийг нь авч хаяхад зориулсан савыг нь мөн утгуур, угаагуур, сэрээ болон бойпруудыг нь хий.|Үнсийг нь авч хаяхад зориулсан савыг нь мөн утгуур, угаагуур, сэрээ болон бойпруудыг нь хий.
MB227-0006|Бүх хэрэгслийг нь хүрлээр үйлдэгтүн.|Бүх хэрэгслийг нь хүрлээр үйлдэгтүн.
MB227-0007|Ширээнд зориулан хүрэл сараалжин торыг хийгтүн. Түүний дөрвөн өнцөгт нь дөрвөн хүрэл гархи хий.|Ширээнд зориулан хүрэл сараалжин торыг хийгтүн. Түүний дөрвөн өнцөгт нь дөрвөн хүрэл гархи хий.
MB227-0008|Чи торыг тахилын ширээний доод амсрын доор, тахилын ширээний өндрийн дундад хүрэхээр тавь.|Чи торыг тахилын ширээний доод амсрын доор, тахилын ширээний өндрийн дундад хүрэхээр тавь.
